seq_id	aln_start	aln_end	env_start	env_end	hmm_acc	hmm_name	type	hmm_start	hmm_end	hmm_length	score	evalue	significance	clan
IMGVR_UViG_3300049639_000145.3300049639.Ga0499517_000182_60	15	91	12	91	PF18911.4	PKD_4	Domain	8	85	85	72	3.50E-20	1	CL0159
IMGVR_UViG_3300049639_000129.3300049639.Ga0499517_000799_30	448	595	448	596	PF13385.10	Laminin_G_3	Domain	1	150	151	37.9	2.20E-09	1	CL0004
IMGVR_UViG_3300049640_000170.3300049640.Ga0499518_013297_4	64	380	60	383	PF04860.16	Phage_portal	Family	6	318	321	116.3	1.70E-33	1	No_Clan
IMGVR_UViG_3300049641_000515.3300049641.Ga0499519_007172_6	41	115	41	117	PF10102.13	DUF2341	Family	1	82	84	49.7	4.60E-13	1	No_Clan
IMGVR_UViG_3300049641_000515.3300049641.Ga0499519_007172_6	489	563	489	565	PF10102.13	DUF2341	Family	1	82	84	53.4	3.30E-14	1	No_Clan
IMGVR_UViG_3300049641_000515.3300049641.Ga0499519_007172_7	243	345	243	352	PF08480.14	Disaggr_assoc	Repeat	1	108	194	50.9	2.00E-13	1	CL0268
IMGVR_UViG_3300049644_000208.3300049644.Ga0499522_000346_6	189	272	182	286	PF01345.22	DUF11	Domain	12	97	114	32.6	9.10E-08	1	CL0159
IMGVR_UViG_3300049644_000208.3300049644.Ga0499522_000346_6	296	386	292	388	PF01345.22	DUF11	Domain	10	103	114	24.7	2.70E-05	1	CL0159
IMGVR_UViG_3300049644_000208.3300049644.Ga0499522_000346_6	673	786	670	792	PF05709.15	Sipho_tail	Domain	12	109	118	34	3.30E-08	1	CL0504
IMGVR_UViG_3300049644_000208.3300049644.Ga0499522_000346_8	1069	1118	1055	1140	PF01841.23	Transglut_core	Family	30	81	108	23.9	4.60E-05	1	CL0125
IMGVR_UViG_3300049644_000208.3300049644.Ga0499522_000346_11	6	291	3	305	PF18906.4	Phage_tube_2	Family	5	262	269	59.6	3.90E-16	1	No_Clan
IMGVR_UViG_3300049644_000208.3300049644.Ga0499522_000346_20	72	386	66	417	PF06074.16	DUF935	Family	88	397	517	56.6	2.30E-15	1	No_Clan
IMGVR_UViG_3300049644_000208.3300049644.Ga0499522_000346_63	22	49	20	65	PF04014.22	MazE_antitoxin	Domain	6	33	47	26.2	5.70E-06	1	CL0132
IMGVR_UViG_3300049645_000012.3300049645.Ga0499523_008903_4	11	78	9	94	PF05135.17	Phage_connect_1	Domain	4	62	101	23.3	8.20E-05	1	CL0643
IMGVR_UViG_3300049645_000012.3300049645.Ga0499523_008903_7	154	407	141	408	PF05065.17	Phage_capsid	Family	23	279	280	31.3	1.50E-07	1	CL0373
IMGVR_UViG_3300049645_000012.3300049645.Ga0499523_008903_9	127	235	100	235	PF04233.18	Phage_Mu_F	Family	18	112	112	32.1	1.80E-07	1	No_Clan
IMGVR_UViG_7000000032_000082.7000000032.SRS024132_Baylor_scaffold_31055_16	391	593	376	594	PF20934.1	phi29_gp9_C	Domain	258	444	445	45.6	4.20E-12	1	No_Clan
IMGVR_UViG_7000000302_000175.7000000302.C2138247_1	84	456	82	461	PF04860.16	Phage_portal	Family	6	316	321	59.1	4.60E-16	1	No_Clan
IMGVR_UViG_7000000302_000175.7000000302.C2138247_2	64	181	61	193	PF03237.19	Terminase_6N	Domain	4	119	215	23.6	4.00E-05	1	CL0023
IMGVR_UViG_7000000302_000175.7000000302.C2138247_2	410	508	389	510	PF17289.6	Terminase_6C	Domain	52	152	155	23.3	5.80E-05	1	CL0219
IMGVR_UViG_2627853524_000001.2627853524.2627857289.38449-74821_3	81	322	80	338	PF04865.18	Baseplate_J	Family	2	239	255	81.2	8.00E-23	1	No_Clan
IMGVR_UViG_2627853524_000001.2627853524.2627857289.38449-74821_14	195	337	192	354	PF04984.18	Phage_sheath_1	Domain	4	153	168	37.8	1.90E-09	1	No_Clan
IMGVR_UViG_2627853524_000001.2627853524.2627857289.38449-74821_22	244	332	171	337	PF10123.13	Mu-like_Pro	Family	220	309	327	31	2.10E-07	1	No_Clan
IMGVR_UViG_2627853524_000001.2627853524.2627857289.38449-74821_57	23	64	23	68	PF04014.22	MazE_antitoxin	Domain	3	43	47	28.1	1.40E-06	1	CL0132
IMGVR_UViG_2558860120_000001.2558860120.2558862857.190139-221138_1	362	448	361	448	PF16640.9	Big_3_5	Domain	2	90	90	60.8	1.20E-16	1	CL0159
IMGVR_UViG_2558860120_000001.2558860120.2558862857.190139-221138_5	5	243	3	261	PF18906.4	Phage_tube_2	Family	5	229	269	41.1	1.70E-10	1	No_Clan
IMGVR_UViG_2558860120_000001.2558860120.2558862857.190139-221138_7	26	79	16	79	PF04883.16	HK97-gp10_like	Family	21	78	78	21.7	0.00035	1	CL0348
IMGVR_UViG_2558860120_000001.2558860120.2558862857.190139-221138_10	80	327	29	329	PF05065.17	Phage_capsid	Family	46	278	280	37.8	1.50E-09	1	CL0373
IMGVR_UViG_2558860120_000001.2558860120.2558862857.190139-221138_14	135	456	128	458	PF04860.16	Phage_portal	Family	57	319	321	74.7	8.00E-21	1	No_Clan
IMGVR_UViG_2684622741_000001.2684622741.2684640952.52463-98820_8	15	173	15	176	PF01420.23	Methylase_S	Domain	1	164	168	70.6	2.00E-19	1	CL0477
IMGVR_UViG_2684622741_000001.2684622741.2684640952.52463-98820_44	76	223	55	277	PF05065.17	Phage_capsid	Family	35	181	280	31.5	1.30E-07	1	CL0373
IMGVR_UViG_2684622741_000001.2684622741.2684640952.52463-98820_61	77	284	76	315	PF04865.18	Baseplate_J	Family	2	213	255	72.8	3.10E-20	1	No_Clan
IMGVR_UViG_3300038365_000207.3300038365.Ga0134850_000092.51666-75602_4	345	415	344	425	PF13620.10	CarboxypepD_reg	Domain	2	72	82	36.2	6.70E-09	1	CL0287
IMGVR_UViG_3300038365_000207.3300038365.Ga0134850_000092.51666-75602_9	85	323	29	328	PF05065.17	Phage_capsid	Family	51	275	280	39.1	6.10E-10	1	CL0373
IMGVR_UViG_3300038365_000207.3300038365.Ga0134850_000092.51666-75602_10	4	125	1	129	PF14550.10	Peptidase_S78_2	Family	5	116	120	49.9	3.30E-13	1	CL0201
IMGVR_UViG_3300038365_000207.3300038365.Ga0134850_000092.51666-75602_13	78	444	76	447	PF04860.16	Phage_portal	Family	5	313	321	72.2	4.80E-20	1	No_Clan
IMGVR_UViG_3300027566_000344.3300027566.Ga0209639_1000960.5675-33726_14	80	323	78	335	PF04865.18	Baseplate_J	Family	3	243	255	141.3	3.70E-41	1	No_Clan
IMGVR_UViG_3300027566_000344.3300027566.Ga0209639_1000960.5675-33726_18	152	213	151	213	PF01471.22	PG_binding_1	Domain	2	57	57	64.4	8.90E-18	1	CL0244
IMGVR_UViG_3300027566_000344.3300027566.Ga0209639_1000960.5675-33726_31	94	210	90	213	PF14550.10	Peptidase_S78_2	Family	5	111	120	65.3	5.60E-18	1	CL0201
IMGVR_UViG_3300027566_000344.3300027566.Ga0209639_1000960.5675-33726_31	383	402	383	405	PF13240.10	zinc_ribbon_2	Domain	1	20	23	27.6	2.10E-06	1	CL0167
IMGVR_UViG_3300029718_000398.3300029718.Ga0245237_1000541.25754-46992_6	78	134	72	134	PF02369.20	Big_1	Domain	6	64	64	35	1.20E-08	1	CL0159
IMGVR_UViG_3300029718_000398.3300029718.Ga0245237_1000541.25754-46992_9	350	427	349	428	PF13620.10	CarboxypepD_reg	Domain	2	81	82	34.5	2.30E-08	1	CL0287
IMGVR_UViG_3300029718_000398.3300029718.Ga0245237_1000541.25754-46992_11	13	78	9	78	PF04883.16	HK97-gp10_like	Family	7	78	78	28.9	1.90E-06	1	CL0348
IMGVR_UViG_3300029618_000337.3300029618.Ga0245134_100024.106155-118744_7	13	78	9	78	PF04883.16	HK97-gp10_like	Family	7	78	78	24.2	5.90E-05	1	CL0348
IMGVR_UViG_3300029618_000337.3300029618.Ga0245134_100024.106155-118744_9	350	427	349	428	PF13620.10	CarboxypepD_reg	Domain	2	81	82	34.3	2.60E-08	1	CL0287
IMGVR_UViG_3300029822_001172.3300029822.Ga0134854_1001002.1-22155_1	243	360	243	361	PF08480.14	Disaggr_assoc	Repeat	1	119	194	53.8	2.60E-14	1	CL0268
IMGVR_UViG_3300029822_001172.3300029822.Ga0134854_1001002.1-22155_2	39	113	39	115	PF10102.13	DUF2341	Family	1	82	84	45.9	7.10E-12	1	No_Clan
IMGVR_UViG_3300029822_001172.3300029822.Ga0134854_1001002.1-22155_2	488	562	488	564	PF10102.13	DUF2341	Family	1	82	84	45	1.40E-11	1	No_Clan
IMGVR_UViG_3300029822_001172.3300029822.Ga0134854_1001002.1-22155_7	99	286	97	356	PF10145.13	PhageMin_Tail	Family	3	190	201	90.7	1.20E-25	1	No_Clan
IMGVR_UViG_3300029822_001172.3300029822.Ga0134854_1001002.1-22155_11	5	116	5	116	PF11367.12	DUF3168	Family	1	117	117	42.5	7.40E-11	1	CL0691
IMGVR_UViG_3300029822_001172.3300029822.Ga0134854_1001002.1-22155_12	13	89	13	89	PF04883.16	HK97-gp10_like	Family	1	78	78	44	3.90E-11	1	CL0348
IMGVR_UViG_3300029822_001172.3300029822.Ga0134854_1001002.1-22155_15	9	235	5	261	PF04454.16	Linocin_M18	Family	16	219	253	49.6	3.50E-13	1	CL0373
IMGVR_UViG_3300032038_009887.3300032038.Ga0326512_10002229.1-13601_2	153	313	125	321	PF17236.6	DUF5309	Family	118	275	283	28.9	7.20E-07	1	CL0373
IMGVR_UViG_3300032038_009887.3300032038.Ga0326512_10002229.1-13601_6	112	384	106	385	PF04860.16	Phage_portal	Family	52	320	321	91	8.90E-26	1	No_Clan
IMGVR_UViG_3300032038_009887.3300032038.Ga0326512_10002229.1-13601_7	41	241	38	244	PF03237.19	Terminase_6N	Domain	4	212	215	69	5.00E-19	1	CL0023
IMGVR_UViG_3300005405_000330.3300005405.Ga0074193_1000837.8676-45482_6	79	322	77	343	PF04865.18	Baseplate_J	Family	3	243	255	138.8	2.20E-40	1	No_Clan
IMGVR_UViG_3300005405_000330.3300005405.Ga0074193_1000837.8676-45482_7	11	109	7	109	PF10934.12	DUF2634	Family	5	104	104	44.3	1.80E-11	1	CL0763
IMGVR_UViG_3300005405_000330.3300005405.Ga0074193_1000837.8676-45482_9	256	344	248	345	PF01841.23	Transglut_core	Family	10	107	108	39	9.70E-10	1	CL0125
IMGVR_UViG_3300005405_000330.3300005405.Ga0074193_1000837.8676-45482_10	157	215	153	215	PF01471.22	PG_binding_1	Domain	5	57	57	73.2	1.60E-20	1	CL0244
IMGVR_UViG_3300005405_000330.3300005405.Ga0074193_1000837.8676-45482_16	200	363	199	363	PF04984.18	Phage_sheath_1	Domain	3	168	168	32.7	6.80E-08	1	No_Clan
IMGVR_UViG_3300005405_000330.3300005405.Ga0074193_1000837.8676-45482_25	169	477	103	479	PF04860.16	Phage_portal	Family	78	319	321	41.2	1.20E-10	1	No_Clan
IMGVR_UViG_3300029303_000310.3300029303.Ga0168703_1000088.12329-61175_4	22	42	14	58	PF12789.11	PTR	Repeat	16	36	60	14.4	0.035	1	No_Clan
IMGVR_UViG_3300029303_000310.3300029303.Ga0168703_1000088.12329-61175_4	85	117	77	124	PF12789.11	PTR	Repeat	21	53	60	32.2	9.70E-08	1	No_Clan
IMGVR_UViG_3300029303_000310.3300029303.Ga0168703_1000088.12329-61175_4	125	154	121	163	PF12789.11	PTR	Repeat	15	44	60	32	1.10E-07	1	No_Clan
IMGVR_UViG_3300029303_000310.3300029303.Ga0168703_1000088.12329-61175_12	79	294	76	330	PF04865.18	Baseplate_J	Family	4	225	255	73.3	2.10E-20	1	No_Clan
IMGVR_UViG_3300029303_000310.3300029303.Ga0168703_1000088.12329-61175_16	231	320	230	329	PF01841.23	Transglut_core	Family	3	98	108	40.5	3.20E-10	1	CL0125
IMGVR_UViG_3300029303_000310.3300029303.Ga0168703_1000088.12329-61175_28	22	86	17	88	PF13620.10	CarboxypepD_reg	Domain	6	78	82	40.9	2.30E-10	1	CL0287
IMGVR_UViG_3300029303_000310.3300029303.Ga0168703_1000088.12329-61175_29	71	215	35	241	PF05065.17	Phage_capsid	Family	35	181	280	26.8	3.40E-06	1	CL0373
IMGVR_UViG_3300029303_000310.3300029303.Ga0168703_1000088.12329-61175_33	88	375	76	376	PF04860.16	Phage_portal	Family	32	317	321	93.9	1.10E-26	1	No_Clan
IMGVR_UViG_3300029303_000310.3300029303.Ga0168703_1000088.12329-61175_60	11	155	10	163	PF13479.10	AAA_24	Domain	2	153	195	51.9	9.00E-14	1	CL0023
IMGVR_UViG_3300029339_000335.3300029339.Ga0242823_1000674.23078-51731_14	77	331	76	333	PF04865.18	Baseplate_J	Family	2	252	255	70.8	1.20E-19	1	No_Clan
IMGVR_UViG_3300029339_000335.3300029339.Ga0242823_1000674.23078-51731_18	229	314	228	327	PF01841.23	Transglut_core	Family	3	94	108	40.7	2.70E-10	1	CL0125
IMGVR_UViG_3300029339_000335.3300029339.Ga0242823_1000674.23078-51731_30	28	91	24	95	PF13620.10	CarboxypepD_reg	Domain	5	78	82	36.3	6.20E-09	1	CL0287
IMGVR_UViG_3300029339_000335.3300029339.Ga0242823_1000674.23078-51731_31	134	296	106	308	PF17236.6	DUF5309	Family	107	269	283	28.9	7.10E-07	1	CL0373
IMGVR_UViG_3300007296_000316.3300007296.Ga0104830_100636.3-24082_1	232	280	225	282	PF09479.14	Flg_new	Domain	14	63	65	39	7.20E-10	1	CL0072
IMGVR_UViG_3300007296_000316.3300007296.Ga0104830_100636.3-24082_2	3	80	1	89	PF10934.12	DUF2634	Family	18	97	104	90.9	5.30E-26	1	CL0763
IMGVR_UViG_3300007296_000316.3300007296.Ga0104830_100636.3-24082_10	58	243	57	248	PF20155.3	TMP_3	Family	2	187	192	163.9	3.90E-48	1	No_Clan
IMGVR_UViG_3300007296_000316.3300007296.Ga0104830_100636.3-24082_13	2	136	1	141	PF09393.14	DUF2001	Domain	3	131	139	75.8	3.80E-21	1	CL0504
IMGVR_UViG_3300007296_000316.3300007296.Ga0104830_100636.3-24082_18	2	84	1	86	PF20765.1	DUF6838	Domain	41	122	124	51.1	1.70E-13	1	CL0691
IMGVR_UViG_3300007296_000316.3300007296.Ga0104830_100636.3-24082_25	109	193	93	193	PF19077.4	Big_13	Domain	16	102	102	33.2	6.50E-08	1	CL0159
IMGVR_UViG_3300007296_000316.3300007296.Ga0104830_100636.3-24082_25	196	285	196	286	PF09136.14	Glucodextran_B	Domain	1	82	83	67.3	9.70E-19	1	CL0159
IMGVR_UViG_3300007296_000316.3300007296.Ga0104830_100636.3-24082_28	2	88	1	88	PF06810.15	Phage_GP20	Family	65	149	149	60.8	1.40E-16	1	No_Clan
IMGVR_UViG_3300007296_000316.3300007296.Ga0104830_100636.3-24082_33	1	198	1	201	PF05133.18	Phage_prot_Gp6	Family	216	413	416	113.7	1.10E-32	1	No_Clan
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_1	47	173	43	174	PF16729.9	DUF5067	Domain	4	124	125	62.4	4.30E-17	1	CL0524
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_7	6	164	5	173	PF01520.22	Amidase_3	Domain	3	160	174	67.4	1.80E-18	1	CL0105
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_8	6	103	4	103	PF09682.14	Phage_holin_6_1	Family	3	101	101	72.9	2.70E-20	1	No_Clan
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_11	402	592	400	592	PF13472.10	Lipase_GDSL_2	Domain	3	177	177	77.7	1.70E-21	1	CL0264
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_13	14	119	3	120	PF20458.2	DUF6711	Family	22	133	134	45.4	1.10E-11	1	No_Clan
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_14	1410	1479	1402	1509	PF01464.24	SLT	Domain	21	84	117	29	7.00E-07	1	CL0037
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_16	11	125	9	133	PF19591.3	DUF6096	Family	4	118	130	140.2	4.80E-41	1	No_Clan
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_21	44	113	39	113	PF05135.17	Phage_connect_1	Domain	25	101	101	27.3	4.40E-06	1	CL0643
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_22	132	313	54	315	PF20036.3	Gp13-like	Family	120	306	313	48.9	6.30E-13	1	CL0373
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_23	53	166	49	168	PF14265.10	DUF4355	Family	5	122	124	71	1.10E-19	1	No_Clan
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_25	22	442	21	444	PF05133.18	Phage_prot_Gp6	Family	2	414	416	368.1	6.60E-110	1	No_Clan
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_36	29	150	29	150	PF08877.14	MepB-like	Domain	1	122	122	160.2	1.90E-47	1	CL0236
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_41	2	103	2	103	PF00436.29	SSB	Domain	1	104	104	128.8	8.60E-38	1	CL0021
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_45	1	114	1	115	PF09681.14	Phage_rep_org_N	Family	8	121	121	141.1	1.80E-41	1	CL0123
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_45	157	228	157	228	PF09524.14	Phg_2220_C	Domain	1	73	73	100.3	5.30E-29	1	No_Clan
IMGVR_UViG_3300014539_000129.3300014539.Ga0169882_100001.273024-313973_51	6	63	6	65	PF13443.10	HTH_26	Domain	1	61	63	27.8	2.60E-06	1	CL0123
IMGVR_UViG_3300049639_000288.3300049639.Ga0499517_000182.5165-45840_4	7	118	7	118	PF11367.12	DUF3168	Family	1	117	117	49.6	4.50E-13	1	CL0691
IMGVR_UViG_3300049639_000288.3300049639.Ga0499517_000182.5165-45840_8	94	291	93	292	PF10145.13	PhageMin_Tail	Family	2	200	201	174.8	2.10E-51	1	No_Clan
IMGVR_UViG_3300049639_000288.3300049639.Ga0499517_000182.5165-45840_13	41	115	41	117	PF10102.13	DUF2341	Family	1	82	84	49.4	5.50E-13	1	No_Clan
IMGVR_UViG_3300049639_000288.3300049639.Ga0499517_000182.5165-45840_13	489	563	489	565	PF10102.13	DUF2341	Family	1	82	84	50.4	2.80E-13	1	No_Clan
IMGVR_UViG_3300049639_000288.3300049639.Ga0499517_000182.5165-45840_14	243	387	243	400	PF08480.14	Disaggr_assoc	Repeat	1	146	194	52.3	7.50E-14	1	CL0268
IMGVR_UViG_3300049639_000288.3300049639.Ga0499517_000182.5165-45840_29	1	65	1	65	PF08004.15	DUF1699	Family	66	130	130	57.2	1.50E-15	1	No_Clan
IMGVR_UViG_3300049639_000288.3300049639.Ga0499517_000182.5165-45840_56	15	91	12	91	PF18911.4	PKD_4	Domain	8	85	85	72	3.50E-20	1	CL0159
IMGVR_UViG_3300017643_000025.3300017643.Ga0183097_10013.783830-816941_10	11	41	8	43	PF13936.10	HTH_38	Domain	11	41	44	27.5	2.00E-06	1	CL0123
IMGVR_UViG_3300017643_000025.3300017643.Ga0183097_10013.783830-816941_24	148	262	147	263	PF04233.18	Phage_Mu_F	Family	2	111	112	53.4	4.30E-14	1	No_Clan
IMGVR_UViG_3300017643_000025.3300017643.Ga0183097_10013.783830-816941_29	28	92	20	92	PF04883.16	HK97-gp10_like	Family	11	78	78	28.9	2.00E-06	1	CL0348
IMGVR_UViG_3300017643_000025.3300017643.Ga0183097_10013.783830-816941_31	2	239	1	266	PF18906.4	Phage_tube_2	Family	2	226	269	44.4	1.70E-11	1	No_Clan
IMGVR_UViG_3300017643_000025.3300017643.Ga0183097_10013.783830-816941_35	296	380	281	389	PF01345.22	DUF11	Domain	17	107	114	29.1	1.10E-06	1	CL0159
IMGVR_UViG_3300017643_000025.3300017643.Ga0183097_10013.783830-816941_35	688	780	676	786	PF05709.15	Sipho_tail	Domain	23	107	118	33.9	3.50E-08	1	CL0504
IMGVR_UViG_3300017643_000025.3300017643.Ga0183097_10013.783830-816941_36	126	403	99	410	PF06605.15	Prophage_tail	Family	38	260	267	36.3	5.30E-09	1	CL0504
IMGVR_UViG_3300029616_000312.3300029616.Ga0245133_100108.125-37838_5	88	375	76	376	PF04860.16	Phage_portal	Family	32	317	321	94	1.10E-26	1	No_Clan
IMGVR_UViG_3300029616_000312.3300029616.Ga0245133_100108.125-37838_9	24	151	22	166	PF13589.10	HATPase_c_3	Domain	3	119	137	70.7	1.40E-19	1	CL0025
IMGVR_UViG_3300029616_000312.3300029616.Ga0245133_100108.125-37838_11	87	293	37	304	PF17236.6	DUF5309	Family	47	266	283	26.6	3.70E-06	1	CL0373
IMGVR_UViG_3300029616_000312.3300029616.Ga0245133_100108.125-37838_12	22	86	17	88	PF13620.10	CarboxypepD_reg	Domain	6	78	82	41.2	1.90E-10	1	CL0287
IMGVR_UViG_3300029616_000312.3300029616.Ga0245133_100108.125-37838_23	230	316	229	329	PF01841.23	Transglut_core	Family	2	94	108	40.4	3.60E-10	1	CL0125
IMGVR_UViG_3300029616_000312.3300029616.Ga0245133_100108.125-37838_28	79	290	76	330	PF04865.18	Baseplate_J	Family	4	221	255	67.1	1.60E-18	1	No_Clan
IMGVR_UViG_3300029616_000312.3300029616.Ga0245133_100108.125-37838_37	6	417	5	424	PF19528.3	DUF6056	Family	2	328	438	49.3	3.40E-13	1	No_Clan
IMGVR_UViG_3300029616_000312.3300029616.Ga0245133_100108.125-37838_38	140	216	132	251	PF12386.12	Peptidase_C71	Family	9	85	149	38.8	8.70E-10	1	CL0125
IMGVR_UViG_3300029616_000335.3300029616.Ga0245133_100336.614-10413_3	5	117	5	134	PF02732.19	ERCC4	Domain	1	122	140	47.3	2.10E-12	1	CL0236
IMGVR_UViG_3300029616_000335.3300029616.Ga0245133_100336.614-10413_16	3	78	2	102	PF08960.14	STIV_B116-like	Domain	2	79	101	31.2	2.10E-07	1	No_Clan
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_2	6	139	3	146	PF10651.13	BppU_N	Domain	5	134	143	44.3	1.70E-11	1	No_Clan
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_6	303	486	300	488	PF20155.3	TMP_3	Family	4	190	192	43.5	3.30E-11	1	No_Clan
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_6	1765	1857	1765	1876	PF00877.23	NLPC_P60	Family	1	86	105	39.1	6.80E-10	1	CL0125
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_8	4	110	3	114	PF06896.15	Phage_TAC_3	Family	2	107	115	42.5	9.40E-11	1	CL0567
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_9	2	204	1	208	PF04630.16	Phage_TTP_1	Family	2	194	199	111.8	2.90E-32	1	CL0504
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_10	6	123	3	124	PF05657.15	DUF806	Family	4	120	121	43.1	5.50E-11	1	No_Clan
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_14	129	411	128	415	PF05065.17	Phage_capsid	Family	2	276	280	90.2	1.70E-25	1	CL0373
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_15	39	174	32	175	PF00574.27	CLP_protease	Domain	44	181	182	105.4	3.60E-30	1	CL0127
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_16	60	353	45	355	PF04860.16	Phage_portal	Family	28	318	321	134.6	4.60E-39	1	No_Clan
IMGVR_UViG_3300007001_000009.3300007001.Ga0103284_10001.2-38180_21	24	127	23	134	PF05119.16	Terminase_4	Family	2	91	98	63.3	2.40E-17	1	No_Clan
IMGVR_UViG_3300029708_000319.3300029708.Ga0245189_100060.85544-129683_30	337	390	336	401	PF17802.5	SpaA	Domain	2	56	69	24.2	2.90E-05	1	CL0287
IMGVR_UViG_3300029708_000319.3300029708.Ga0245189_100060.85544-129683_34	9	80	7	80	PF04883.16	HK97-gp10_like	Family	3	78	78	25.9	1.70E-05	1	CL0348
IMGVR_UViG_3300029708_000319.3300029708.Ga0245189_100060.85544-129683_47	94	348	92	350	PF04865.18	Baseplate_J	Family	3	252	255	76.5	2.20E-21	1	No_Clan
IMGVR_UViG_3300029857_000365.3300029857.Ga0245297_1000139.1-23350_12	4	113	1	115	PF14550.10	Peptidase_S78_2	Family	7	117	120	49.4	4.90E-13	1	CL0201
IMGVR_UViG_3300029857_000365.3300029857.Ga0245297_1000139.1-23350_43	10	57	9	57	PF10049.13	DUF2283	Family	3	49	49	41.3	1.40E-10	1	No_Clan
